
年月日,平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),日照時間(時間),日照時間(時間),日照時間(時間),平均風速(m/s),平均風速(m/s),平均蒸気圧(hPa),平均蒸気圧(hPa)
2025/1/23,4.9,8,0.0,0,8,2.6,0,8,2.1,8,6.1,8
2025/1/24,5.7,8,0.0,0,8,6.5,0,8,3.2,5,5.3,8
2025/1/25,3.7,8,0.0,0,8,4.9,0,8,2.5,8,4.9,8
2025/1/26,3.5,8,0.0,0,8,0.9,0,8,4.8,8,4.8,8
2025/1/27,3.2,8,0,1,8,9.1,0,8,2.4,8,4.6,8
2025/1/28,4.5,8,0,1,8,6.4,0,8,2.9,8,5.0,8
2025/1/29,3.3,8,1.5,0,8,4.5,0,8,3.7,8,5.7,8
2025/1/30,1.8,8,0.0,0,8,1.8,0,8,4.1,8,5.2,8
2025/1/31,2.2,8,0,1,8,8.3,0,8,6.1,8,3.9,8
2025/2/1,2.2,8,0.0,0,8,3.4,0,8,2.5,8,4.3,8
2025/2/2,2.1,8,0,1,8,9.0,0,8,2.5,8,4.3,8
2025/2/3,3.5,8,0.0,0,8,1.5,0,8,2.6,8,5.2,8
2025/2/4,2.9,8,0.0,0,8,8.7,0,8,3.9,8,4.8,8
2025/2/5,-0.4,8,0.5,0,8,2.4,0,8,3.2,8,4.5,8
2025/2/6,0.0,8,0.0,0,8,9.1,0,8,4.6,8,4.2,8
2025/2/7,-1.2,8,2.5,0,8,0.9,0,8,2.3,8,5.0,8
2025/2/8,0.7,8,0.5,0,8,7.0,0,8,3.6,8,4.6,8
2025/2/9,1.9,8,0.5,0,8,8.4,0,8,4.3,8,5.1,8
2025/2/10,1.5,8,0.0,0,8,6.6,0,8,2.9,8,4.4,8
2025/2/11,1.5,8,0.0,0,8,4.5,0,8,4.3,8,3.7,8
2025/2/12,3.7,8,0,1,8,2.6,0,8,1.9,8,4.2,8
2025/2/13,2.4,8,0.0,0,8,7.1,0,8,7.5,8,4.8,8
2025/2/14,4.0,8,0.0,0,8,10.0,0,8,7.0,8,4.6,8
2025/2/15,6.3,8,0.0,0,8,10.0,0,8,3.6,8,3.8,8
2025/2/16,8.8,8,0,1,8,6.1,0,8,2.6,8,5.8,8
2025/2/17,4.6,8,1.0,0,8,4.3,0,8,4.3,8,5.7,8
2025/2/18,-0.9,8,2.0,0,8,6.4,0,8,4.6,8,4.1,8
2025/2/19,-0.4,8,0.0,0,8,9.3,0,8,4.3,8,3.7,8
2025/2/20,1.1,8,0.0,0,8,6.9,0,8,3.3,8,4.2,8
2025/2/21,1.7,8,0,1,8,7.3,0,8,3.3,8,3.9,8
2025/2/22,1.1,8,0.0,0,8,8.2,0,8,3.6,8,4.0,8
2025/2/23,0.7,8,0.0,0,8,2.9,0,8,2.7,8,4.0,8
2025/2/24,0.7,8,0.0,0,8,5.1,0,8,2.7,8,4.3,8
2025/2/25,5.9,8,0,1,8,10.7,0,8,3.4,8,4.4,8
2025/2/26,6.0,8,0.0,0,8,6.9,0,8,4.2,8,4.9,8
2025/2/27,6.3,8,0,1,8,9.8,0,8,3.7,8,4.0,8
2025/2/28,7.8,8,0,1,8,8.6,0,8,2.0,8,5.5,8
2025/3/1,10.6,8,0,1,8,9.2,0,8,3.1,8,6.9,8
2025/3/2,9.8,8,0,1,8,10.0,0,8,3.9,8,6.3,8
2025/3/3,3.2,8,0,1,8,0.8,0,8,5.2,8,3.9,8
2025/3/4,2.2,8,0.0,0,8,5.2,0,8,3.1,8,3.8,8
2025/3/5,2.5,8,21.0,0,8,0.0,0,8,3.8,8,7.1,8
2025/3/6,6.6,8,0.0,0,8,3.8,0,8,4.7,8,6.7,8
2025/3/7,3.1,8,0.0,0,8,9.3,0,8,5.0,8,4.2,8
2025/3/8,2.3,8,0.0,0,8,4.2,0,8,2.2,8,4.2,8
2025/3/9,5.1,8,0.5,0,8,8.4,0,8,2.8,8,5.3,8
2025/3/10,6.3,8,0,1,8,11.0,0,8,3.1,8,5.2,8
2025/3/11,9.1,8,0,1,8,7.7,0,8,2.7,8,7.2,8
2025/3/12,10.1,8,0.5,0,8,7.6,0,8,2.0,8,9.1,8
2025/3/13,11.4,8,0.0,0,8,4.4,0,8,4.5,8,7.2,8
2025/3/14,8.2,8,0.0,0,8,10.9,0,8,8.2,8,3.6,8
2025/3/15,5.9,8,0,1,8,1.0,0,8,3.5,8,4.4,8
2025/3/16,4.0,8,37.0,0,8,0.0,0,8,3.5,8,7.0,8
2025/3/17,6.3,8,5.0,0,8,4.3,0,8,4.9,8,6.8,8
2025/3/18,5.8,8,0,1,8,8.5,0,8,3.2,8,4.5,8
2025/3/19,3.9,8,0.5,0,8,0.2,0,8,5.0,8,5.4,8
2025/3/20,5.7,8,0,1,8,5.4,0,8,2.8,8,4.8,8
2025/3/21,9.5,8,0.0,0,8,6.4,0,8,4.3,8,5.9,8
2025/3/22,14.0,8,0,1,8,7.8,0,8,3.9,8,7.1,8
2025/3/23,11.3,8,0.0,0,8,11.0,0,8,4.2,8,6.7,8
2025/3/24,8.8,8,0,1,8,7.6,0,8,2.4,8,7.3,8
2025/3/25,14.5,8,0.0,0,8,9.2,0,8,2.5,8,10.1,8
2025/3/26,13.0,8,0.0,0,8,9.0,0,8,6.1,8,7.7,8
2025/3/27,11.2,8,0,1,8,7.3,0,8,3.0,8,9.8,8
2025/3/28,13.3,8,1.5,0,8,1.6,0,8,3.7,8,11.2,8
2025/3/29,6.9,8,0.0,0,8,0.0,0,8,4.4,8,4.4,8
2025/3/30,5.7,8,0,1,8,5.5,0,8,3.9,8,5.0,8
2025/3/31,4.6,8,0.0,0,8,7.5,0,8,3.2,8,4.6,8
2025/4/1,3.4,8,10.5,0,8,0.0,0,8,3.1,8,6.9,8
2025/4/2,7.2,8,26.0,0,8,0.0,0,8,4.8,8,9.4,8
2025/4/3,5.9,8,2.0,0,8,0.0,0,8,2.2,8,8.4,8
2025/4/4,8.5,8,0.5,0,8,9.9,0,8,3.9,8,7.1,8
2025/4/5,8.4,8,0,1,8,11.6,0,8,2.7,8,7.1,8
2025/4/6,11.9,8,0.0,0,8,6.4,0,8,2.6,8,10.0,8
2025/4/7,11.8,8,0.5,0,8,7.0,0,8,4.3,8,8.3,8
2025/4/8,11.1,8,0.0,0,8,5.9,0,8,2.4,8,8.5,8
2025/4/9,11.5,8,0.0,0,8,7.2,0,8,4.0,8,8.0,8
2025/4/10,11.5,8,0,1,8,3.9,0,8,1.7,8,10.4,8
2025/4/11,13.7,8,0.0,0,8,4.1,0,8,1.7,8,12.1,8
2025/4/12,12.1,8,0.0,0,8,5.5,0,8,2.9,8,11.1,8
2025/4/13,9.1,8,9.5,0,8,0.0,0,8,3.0,8,11.0,8
2025/4/14,11.6,8,27.0,0,8,1.3,0,8,3.2,8,11.9,8
2025/4/15,9.9,8,3.0,0,8,1.4,0,8,2.6,8,9.3,8
2025/4/16,10.7,8,0.0,0,8,6.1,0,8,4.8,8,6.8,8
2025/4/17,15.2,8,0,1,8,10.2,0,8,2.4,8,8.9,8
2025/4/18,16.3,8,0.0,0,8,2.2,0,8,1.9,8,12.3,8
2025/4/19,18.0,8,0.0,0,8,8.0,0,8,2.7,8,14.2,8
2025/4/20,14.7,8,2.0,0,8,0.0,0,8,2.4,8,14.6,8
2025/4/21,13.5,8,0,1,8,12.5,0,8,4.6,8,8.2,8
2025/4/22,11.8,8,0,1,8,9.2,0,8,2.8,8,9.7,8
2025/4/23,13.0,8,5.5,0,8,0.0,0,8,2.8,8,13.4,8
2025/4/24,15.2,8,0.0,0,8,4.0,0,8,3.1,8,14.0,8
2025/4/25,13.4,8,0,1,8,0.7,0,8,3.9,8,10.3,8
2025/4/26,13.1,8,0,1,8,9.6,0,8,3.7,8,6.4,8
2025/4/27,18.4,8,0,1,8,12.0,0,8,4.0,8,5.9,8
2025/4/28,14.0,8,0.0,0,8,0.7,0,8,2.3,8,10.2,8
2025/4/29,12.6,8,3.0,0,8,7.4,0,8,4.3,8,9.3,8
2025/4/30,12.7,8,0.0,0,8,7.2,0,8,4.3,8,8.2,8
2025/5/1,12.5,8,0,1,8,9.2,0,8,2.5,8,10.9,8
2025/5/2,14.2,8,27.0,0,8,4.7,0,8,4.5,8,14.6,8
2025/5/3,15.9,8,4.0,0,8,9.7,0,8,4.9,8,10.3,8
2025/5/4,15.6,8,2.0,0,8,8.4,0,8,3.4,8,9.8,8
2025/5/5,15.4,8,0.0,0,8,10.8,0,8,4.2,8,8.0,8
2025/5/6,11.5,8,12.5,0,8,0.0,0,8,3.1,8,12.4,8
2025/5/7,13.9,8,30.5,0,8,5.4,0,8,4.3,8,11.3,8
2025/5/8,15.0,8,0,1,8,13.4,0,8,2.9,8,8.5,8
2025/5/9,15.9,8,0.0,0,8,9.7,0,8,4.0,8,12.7,8
2025/5/10,15.4,8,24.0,0,8,0.1,0,8,3.1,8,16.8,8
2025/5/11,18.1,8,0.0,0,8,3.1,0,8,4.9,8,11.0,8
2025/5/12,14.1,8,4.5,0,8,0.6,0,8,2.0,8,14.0,8
2025/5/13,16.9,8,0,1,8,13.3,0,8,2.7,8,13.5,8
2025/5/14,17.4,8,0,1,8,9.7,0,8,2.7,8,14.6,8
2025/5/15,16.7,8,0.0,0,8,3.4,0,8,2.9,8,16.9,8
2025/5/16,18.5,8,0,1,8,9.2,0,8,2.5,8,17.8,8
2025/5/17,17.0,8,13.5,0,8,0.0,0,8,2.8,8,18.8,8
2025/5/18,21.9,8,0.0,0,8,7.9,0,8,3.2,8,18.6,8
2025/5/19,16.3,8,1.5,0,8,8.6,0,8,4.0,8,10.5,8
2025/5/20,19.1,8,0.0,0,8,4.5,0,8,2.6,8,14.6,8
2025/5/21,20.6,8,0,1,8,12.1,0,8,2.6,8,17.1,8
2025/5/22,16.4,8,3.0,0,8,0.0,0,8,2.3,8,16.9,8
2025/5/23,15.4,8,0,1,8,10.2,0,8,2.7,8,12.8,8
2025/5/24,14.8,8,1.5,0,8,0.0,0,8,2.6,8,14.3,8
2025/5/25,15.1,8,14.5,0,8,0.1,0,8,3.0,8,14.4,8
2025/5/26,16.3,8,0,1,8,2.0,0,8,4.3,8,10.7,8
2025/5/27,15.7,8,0,1,8,7.9,0,8,2.6,8,12.1,8
2025/5/28,17.1,8,0,1,8,10.4,0,8,3.0,8,13.7,8
2025/5/29,18.5,8,0,1,8,11.5,0,8,2.5,8,14.9,8
2025/5/30,16.9,8,2.5,0,8,0.0,0,8,2.3,8,16.1,8
2025/5/31,14.0,8,136.5,0,8,0.0,0,8,5.5,8,15.3,8
2025/6/1,14.6,8,3.0,0,8,2.4,0,8,4.0,8,13.8,8
2025/6/2,17.7,8,0,1,8,12.0,0,8,2.4,8,14.8,8
2025/6/3,17.5,8,9.0,0,8,0.1,0,8,2.7,8,18.2,8
2025/6/4,20.8,8,0.5,0,8,5.3,0,8,2.8,8,16.1,8
2025/6/5,21.2,8,0,1,8,10.8,0,8,3.4,8,11.6,8
2025/6/6,21.0,8,0,1,8,9.7,0,8,2.3,8,16.3,8
2025/6/7,22.5,8,0,1,8,9.8,0,8,2.4,8,19.7,8
2025/6/8,22.7,8,0,1,8,5.1,0,8,1.9,8,16.3,8
2025/6/9,21.4,8,0,1,8,9.8,0,8,2.6,8,17.8,8
2025/6/10,20.4,8,3.0,0,8,4.9,0,8,2.4,8,20.9,8
2025/6/11,21.7,8,1.5,0,8,0.3,0,8,2.0,8,22.8,8
2025/6/12,21.7,8,0,1,8,6.1,0,8,3.5,8,14.7,8
2025/6/13,19.1,8,0,1,8,11.3,0,8,3.2,8,16.9,8
2025/6/14,19.4,8,22.0,0,8,0.0,0,8,3.1,8,20.8,8
2025/6/15,22.5,8,4.5,0,8,6.5,0,8,2.1,8,23.2,8
2025/6/16,22.6,8,0.0,0,8,6.3,0,8,2.2,8,22.9,8
2025/6/17,27.7,8,0.0,0,8,13.7,0,8,2.5,5,22.7,8
2025/6/18,27.2,8,0,1,8,12.8,0,8,2.5,8,22.6,8
2025/6/19,25.3,8,0.5,0,8,7.2,0,8,2.6,8,23.9,8
2025/6/20,24.1,8,0.0,0,8,8.4,0,8,3.5,8,24.8,8
2025/6/21,24.7,8,0,1,8,7.0,0,8,2.5,8,25.2,8
2025/6/22,27.1,8,0.0,0,8,7.6,0,8,2.3,8,25.4,8
2025/6/23,24.6,8,0.5,0,8,0.7,0,8,1.8,8,26.3,8
2025/6/24,23.6,8,2.5,0,8,3.3,0,8,2.0,8,25.5,8
2025/6/25,24.5,8,6.5,0,8,5.0,0,8,2.6,8,27.9,8
2025/6/26,24.1,8,9.0,0,8,2.2,0,8,2.1,8,28.2,8
2025/6/27,25.6,8,0,1,8,11.0,0,8,3.4,8,21.6,8
2025/6/28,25.9,8,0,1,8,12.7,0,8,4.2,8,20.0,8
2025/6/29,25.6,8,0.0,0,8,13.4,0,8,2.1,8,23.1,8
2025/6/30,27.2,8,0,1,8,7.9,0,8,2.0,8,24.9,8
2025/7/1,28.1,8,0.0,0,8,1.6,0,8,1.4,8,26.5,8
2025/7/2,27.9,8,0.0,0,8,7.0,0,8,2.0,8,27.9,8
2025/7/3,26.9,8,0,1,8,11.0,0,8,2.2,8,28.3,8
2025/7/4,27.1,8,4.0,0,8,6.0,0,8,1.9,8,29.8,8
2025/7/5,28.0,8,0.0,0,8,4.9,0,8,2.5,8,26.0,8
2025/7/6,28.2,8,0.5,0,8,7.4,0,8,1.8,8,27.2,8
2025/7/7,29.8,8,0.0,0,8,8.6,0,8,2.2,8,28.8,8
2025/7/8,28.3,8,0,1,8,4.6,0,8,2.6,8,29.7,8
2025/7/9,27.8,8,0.0,0,8,3.5,0,8,2.1,8,30.3,8
2025/7/10,23.8,8,0.0,0,8,0.0,0,8,2.4,8,23.1,8
2025/7/11,20.3,8,0.5,0,8,0.0,0,8,2.4,8,19.3,8
2025/7/12,20.1,8,0.0,0,8,0.0,0,8,2.4,8,18.9,8
2025/7/13,23.2,8,0,1,8,9.7,0,8,2.6,8,22.0,8
2025/7/14,24.4,8,8.0,0,8,0.3,0,8,3.0,8,28.3,8
2025/7/15,24.4,8,3.5,0,8,0.2,0,8,6.1,8,28.9,8
2025/7/16,25.0,8,2.0,0,8,4.6,0,8,3.1,8,27.1,8
2025/7/17,25.9,8,0.0,0,8,3.5,0,8,3.3,8,26.1,8
2025/7/18,26.5,8,0,1,8,11.4,0,8,2.0,8,25.7,8
2025/7/19,26.5,8,0,1,8,12.7,0,8,2.1,8,26.6,8
2025/7/20,28.5,8,0,1,8,12.9,0,8,2.0,8,28.1,8
2025/7/21,29.3,8,0,1,8,10.2,0,8,2.0,8,28.6,8
2025/7/22,30.3,8,0,1,8,12.4,0,8,2.4,8,28.5,8
2025/7/23,30.6,8,0,1,8,11.7,0,8,2.4,8,28.4,8
2025/7/24,30.2,8,0,1,8,13.1,0,8,2.8,8,27.6,8
2025/7/25,29.8,8,0,1,8,11.7,0,8,2.5,8,28.3,8
2025/7/26,29.4,8,0,1,8,9.0,0,8,2.2,8,27.9,8
2025/7/27,29.4,8,0,1,8,3.9,0,8,1.9,8,28.1,8
2025/7/28,30.5,8,0,1,8,10.2,0,8,2.6,8,26.6,8
2025/7/29,28.7,8,0,1,8,12.3,0,8,3.0,8,28.2,8
2025/7/30,27.4,8,0,1,8,11.4,0,8,3.1,8,28.0,8
2025/7/31,26.7,8,0.0,0,8,8.1,0,8,2.8,8,26.8,8
2025/8/1,26.2,8,6.5,0,8,1.0,0,8,2.3,8,28.3,8
2025/8/2,27.7,8,12.0,0,8,3.6,0,8,4.1,8,32.7,8
2025/8/3,28.4,8,0.0,0,8,10.6,0,8,2.4,8,31.4,8
2025/8/4,26.8,8,0,1,8,0.0,0,8,2.3,8,31.8,8
2025/8/5,30.2,8,0.0,0,8,6.5,0,8,3.2,8,31.0,8
2025/8/6,26.8,8,18.0,0,8,0.5,0,8,2.3,8,32.2,8
2025/8/7,27.5,8,1.0,0,8,3.5,0,8,2.7,8,27.4,8
2025/8/8,27.6,8,0.5,0,8,7.9,0,8,3.3,8,21.5,8
2025/8/9,26.5,8,0,1,8,13.2,0,8,3.1,8,24.0,8
2025/8/10,24.5,8,9.5,0,8,0.0,0,8,1.8,8,28.6,8
2025/8/11,26.9,8,10.0,0,8,1.9,0,8,2.0,8,30.7,8
2025/8/12,24.3,8,32.0,0,8,0.0,0,8,1.9,8,28.4,8
2025/8/13,26.0,8,0,1,8,9.6,0,8,2.6,8,26.4,8
2025/8/14,26.0,8,0,1,8,8.1,0,8,3.4,8,26.9,8
2025/8/15,27.7,8,0,1,8,5.5,0,8,2.4,8,25.1,8
2025/8/16,26.0,8,0,1,8,9.1,0,8,3.2,8,24.6,8
2025/8/17,29.1,8,0.0,0,8,7.6,0,8,2.1,8,27.4,8
2025/8/18,28.7,8,2.0,0,8,8.9,0,8,2.9,8,28.0,8
2025/8/19,28.9,8,0.0,0,8,5.7,0,8,2.4,8,28.1,8
2025/8/20,31.1,8,0,1,8,9.3,0,8,2.8,8,25.1,8
2025/8/21,30.1,8,0.0,0,8,8.1,0,8,2.6,8,25.5,8
2025/8/22,27.4,8,0,1,8,8.2,0,8,2.7,8,26.1,8
2025/8/23,29.5,8,0,1,8,11.4,0,8,2.2,8,28.0,8
2025/8/24,29.5,8,0,1,8,9.2,0,8,2.5,8,29.0,8
2025/8/25,26.2,8,0.0,0,8,0.0,0,8,2.6,8,29.0,8
2025/8/26,28.0,8,0.5,0,8,5.5,0,8,2.9,8,31.5,8
2025/8/27,28.0,8,0.5,0,8,4.1,0,8,2.3,8,28.1,8
2025/8/28,26.1,8,0.0,0,8,10.0,0,8,3.2,8,23.7,8
2025/8/29,26.8,8,0.0,0,8,3.7,0,8,2.6,8,26.2,8
2025/8/30,29.0,8,0,1,8,9.6,0,8,2.5,8,25.2,8
2025/8/31,26.4,8,0.0,0,8,0.0,0,8,2.8,8,28.6,8
2025/9/1,28.9,8,0.0,0,8,8.2,0,8,2.5,8,32.2,8
2025/9/2,30.8,8,0.5,0,8,9.2,0,8,2.6,8,27.9,8
2025/9/3,27.6,8,17.5,0,8,7.9,0,8,3.8,8,23.5,8
2025/9/4,22.9,8,6.0,0,8,0.0,0,8,2.3,8,24.2,8
2025/9/5,23.6,8,4.5,0,8,0.0,0,8,3.6,8,27.0,8
2025/9/6,25.0,8,0,1,8,8.4,0,8,2.6,8,25.0,8
2025/9/7,26.0,8,4.0,0,8,8.8,0,8,2.6,8,26.0,8
2025/9/8,25.7,8,25.5,0,8,0.5,0,8,2.0,8,30.1,8
2025/9/9,25.8,8,5.5,0,8,2.0,0,8,2.0,8,29.2,8
2025/9/10,23.5,8,35.0,0,8,0.0,0,8,3.4,8,24.5,8
2025/9/11,22.9,8,18.5,0,8,1.4,0,8,2.1,8,24.3,8
2025/9/12,23.5,8,0.0,0,8,0.0,0,8,2.5,8,23.7,8
2025/9/13,23.2,8,8.5,0,8,0.0,0,8,2.2,8,27.3,8
2025/9/14,26.0,8,0.5,0,8,7.2,0,8,3.4,8,23.8,8
2025/9/15,23.9,8,0.0,0,8,0.4,0,8,2.3,8,24.5,8
2025/9/16,25.8,8,0,1,8,10.9,0,8,2.4,8,25.9,8
2025/9/17,26.4,8,0.0,0,8,5.0,0,8,2.7,8,27.7,8
2025/9/18,23.4,8,8.0,0,8,0.0,0,8,2.5,8,23.4,8
2025/9/19,21.4,8,0,1,8,9.8,0,8,3.0,8,16.5,8
2025/9/20,20.8,8,2.5,0,8,0.1,0,8,3.2,8,20.7,8
2025/9/21,22.4,8,0.5,0,8,4.7,0,8,3.9,8,17.6,8
2025/9/22,20.1,8,0,1,8,8.5,0,8,2.8,8,15.2,8
2025/9/23,20.3,8,0.0,0,8,7.1,0,8,2.8,8,16.2,8
2025/9/24,20.5,8,0,1,8,5.6,0,8,3.5,8,16.1,8
2025/9/25,21.7,8,0.0,0,8,1.7,0,8,2.5,8,19.2,8
2025/9/26,23.9,8,1.5,0,8,11.3,0,8,2.4,8,18.7,8
2025/9/27,22.2,8,0,1,8,9.8,0,8,2.6,8,15.8,8
2025/9/28,21.6,8,0.5,0,8,10.9,0,8,2.8,8,19.4,8
2025/9/29,22.7,8,21.0,0,8,1.1,0,8,3.7,8,20.4,8
2025/9/30,20.9,8,0,1,8,10.9,0,8,2.5,8,17.0,8
2025/10/1,19.2,8,22.0,0,8,0.0,0,8,2.1,8,20.1,8
2025/10/2,21.5,8,0.0,0,8,10.2,0,8,2.7,8,16.4,8
2025/10/3,21.4,8,0,1,8,10.5,0,8,2.1,8,17.4,8
2025/10/4,20.4,8,0.0,0,8,3.0,0,8,3.0,8,19.1,8
2025/10/5,22.8,8,2.5,0,8,1.8,0,8,1.9,8,23.3,8
2025/10/6,21.5,8,2.0,0,8,2.1,0,8,2.7,8,20.4,8
2025/10/7,18.6,8,0.5,0,8,0.5,0,8,3.1,8,16.0,8
2025/10/8,21.1,8,0.0,0,8,4.8,0,8,2.1,8,18.8,8
2025/10/9,17.6,8,0,1,8,2.6,0,8,3.5,8,13.1,8
2025/10/10,17.2,8,0.0,0,8,5.1,0,8,2.6,8,12.2,8
2025/10/11,13.9,8,43.0,0,8,0.0,0,8,3.2,8,12.5,8
2025/10/12,15.8,8,11.5,0,8,0.6,0,8,2.4,8,16.8,8
2025/10/13,18.3,8,0.5,0,8,0.7,0,8,3.2,8,17.0,8
2025/10/14,16.1,8,0.5,0,8,0.5,0,8,2.8,8,13.1,8
2025/10/15,17.1,8,0,1,8,10.6,0,8,2.4,8,14.2,8
2025/10/16,15.1,8,30.5,0,8,0.0,0,8,4.1,8,15.5,8
2025/10/17,17.9,8,0.0,0,8,6.3,0,8,3.3,8,16.4,8
2025/10/18,19.6,8,0.5,0,8,3.7,0,8,3.5,8,17.1,8
2025/10/19,15.5,8,0,1,8,0.0,0,8,3.3,8,11.8,8
2025/10/20,14.5,8,0.0,0,8,4.2,0,8,3.5,8,10.8,8
2025/10/21,12.4,8,0.0,0,8,5.9,0,8,3.5,8,9.2,8
2025/10/22,11.4,8,0,1,8,0.0,0,8,2.0,8,10.1,8
2025/10/23,11.8,8,0,1,8,7.5,0,8,3.3,8,8.5,8
2025/10/24,12.2,8,0.0,0,8,7.1,0,8,2.6,8,9.3,8
2025/10/25,12.9,8,7.0,0,8,2.9,0,8,2.4,8,12.4,8
2025/10/26,14.5,8,22.5,0,8,0.0,0,8,2.9,8,15.8,8
2025/10/27,15.6,8,0.0,0,8,5.2,0,8,3.2,8,12.2,8
2025/10/28,11.3,8,0.0,0,8,5.8,0,8,3.3,8,8.5,8
2025/10/29,10.9,8,0.0,0,8,5.0,0,8,2.5,8,7.5,8
2025/10/30,10.3,8,0,1,8,10.1,0,8,2.6,8,8.4,8
2025/10/31,12.3,8,35.0,0,8,0.2,0,8,3.5,8,12.3,8
2025/11/1,16.9,8,27.0,0,8,7.1,0,8,4.7,8,12.1,8
2025/11/2,16.0,8,0.0,0,8,4.9,0,8,2.6,8,10.5,8
2025/11/3,12.3,8,0.0,0,8,2.9,0,8,3.2,8,9.0,8
2025/11/4,10.1,8,0,1,8,9.9,0,8,2.3,8,8.3,8
2025/11/5,10.8,8,0,1,8,7.8,0,8,2.1,8,9.5,8
2025/11/6,13.3,8,0,1,8,7.9,0,8,2.6,8,9.5,8
2025/11/7,13.5,8,0,1,8,7.9,0,8,4.2,8,8.1,8
2025/11/8,9.8,8,0,1,8,4.1,0,8,2.4,8,6.9,8
2025/11/9,11.2,8,0.0,0,8,0.0,0,8,1.6,8,10.2,8
2025/11/10,10.8,8,0.0,0,8,6.2,0,8,5.1,8,8.5,8
2025/11/11,10.3,8,0.0,0,8,9.4,0,8,6.9,8,6.4,8
2025/11/12,9.4,8,0,1,8,8.9,0,8,2.1,8,6.7,8
2025/11/13,10.8,8,0,1,8,4.0,0,8,2.4,8,8.6,8
2025/11/14,12.2,8,0,1,8,9.4,0,8,3.2,8,7.4,8
2025/11/15,9.4,8,0,1,8,8.3,0,8,2.3,8,6.8,8
2025/11/16,9.5,8,0,1,8,9.1,0,8,1.9,8,8.0,8
2025/11/17,11.5,8,0.0,0,8,6.9,0,8,3.6,8,8.7,8
2025/11/18,5.5,8,1.0,0,8,3.7,0,8,3.1,8,6.5,8
2025/11/19,5.8,8,0.0,0,8,6.7,0,8,2.3,5,6.3,5
2025/11/20,8.2,8,0,1,8,8.9,0,8,2.6,8,7.3,8
2025/11/21,8.3,8,0.0,0,8,1.1,0,8,2.6,8,7.9,8
2025/11/22,8.4,8,0.0,0,8,8.8,0,8,2.7,8,5.9,8
2025/11/23,9.8,8,0,1,8,7.2,0,8,2.6,8,8.2,8
2025/11/24,10.9,8,0.0,0,8,1.9,0,8,1.7,8,9.2,8
2025/11/25,11.9,8,0.0,0,8,1.2,0,8,1.8,5,10.5,8
2025/11/26,9.8,8,0.0,0,8,0.8,0,8,2.5,8,10.3,8
2025/11/27,10.3,8,0,1,8,5.9,0,8,2.3,8,9.8,8
2025/11/28,10.8,8,0.0,0,8,5.8,0,8,4.6,8,7.9,8
2025/11/29,8.1,8,0,1,8,9.3,0,8,3.8,8,5.1,8
2025/11/30,8.7,8,0,1,8,8.5,0,8,2.4,8,7.3,8
2025/12/1,11.9,8,0.0,0,8,6.4,0,8,2.8,8,9.4,8
2025/12/2,10.2,8,0.0,0,8,1.9,0,8,2.3,8,9.4,8
2025/12/3,8.2,8,0.5,0,8,0.6,0,8,3.3,8,7.8,8
2025/12/4,1.9,8,0.0,0,8,6.9,0,8,3.9,8,5.1,8
2025/12/5,4.0,8,0.0,0,8,7.7,0,8,3.0,8,5.5,8
2025/12/6,6.6,8,0.0,0,8,6.9,0,8,1.8,8,5.9,8
2025/12/7,7.7,8,0.0,0,8,6.2,0,8,2.2,8,7.3,8
2025/12/8,9.4,8,0.0,0,8,5.8,0,8,3.7,8,7.5,8
2025/12/9,5.8,8,0.0,0,8,5.0,0,8,2.4,8,4.9,8
2025/12/10,4.1,8,0.0,0,8,2.4,0,8,2.5,8,6.2,8
2025/12/11,7.4,8,0.0,0,8,4.7,0,8,4.9,8,6.4,8
2025/12/12,1.3,8,0.0,0,8,5.2,0,8,5.5,8,4.7,8
2025/12/13,2.0,8,0,1,8,1.4,0,8,1.9,8,5.1,8
2025/12/14,4.3,8,21.0,0,8,0.0,0,8,4.9,8,6.7,8
2025/12/15,6.4,8,0.0,0,8,3.4,0,8,4.3,8,6.8,8
2025/12/16,6.5,8,0.0,0,8,3.0,0,8,2.6,8,6.5,8
2025/12/17,5.3,8,1.5,0,8,4.4,0,8,2.7,8,6.3,8
2025/12/18,4.2,8,0,1,8,6.2,0,8,3.2,8,5.2,8
2025/12/19,5.9,8,0,1,8,9.2,0,8,2.6,8,5.8,8
2025/12/20,9.8,8,0,1,8,8.8,0,8,3.3,8,8.7,8
2025/12/21,13.3,8,0.0,0,8,5.4,0,8,3.3,8,11.5,8
2025/12/22,5.0,8,0.0,0,8,1.5,0,8,4.8,8,5.2,8
2025/12/23,2.7,8,0,1,8,6.5,0,8,2.3,8,4.7,8
2025/12/24,5.2,8,2.0,0,8,0.0,0,8,2.0,8,7.4,8
2025/12/25,6.5,8,11.0,0,8,0.0,0,8,3.3,8,9.1,8
2025/12/26,3.0,8,1.0,0,8,5.3,0,8,5.5,8,5.5,8
2025/12/27,0.9,8,0.0,0,8,5.6,0,8,2.6,8,4.3,8
2025/12/28,3.6,8,0.0,0,8,9.1,0,8,2.3,8,5.0,8
2025/12/29,4.5,8,0,1,8,7.9,0,8,2.2,8,5.9,8
2025/12/30,6.1,8,0.0,0,8,5.9,0,8,3.0,8,6.4,8
2025/12/31,1.9,8,0.0,0,8,2.1,0,8,2.4,8,5.0,8
2026/1/1,0.8,8,0,1,8,4.0,0,8,2.3,8,4.6,8
